Start_Date,End_Date,Pay_Plan_Type,Pay_Plan,Pay_Plan_Level,Biweekly_Pay_Rate,Hourly_Pay_Rate
04/01/2013,03/31/2014,Bargaining Unit,TR 13,1,,26.41
04/01/2014,03/31/2015,Bargaining Unit,TR 13,1,,27.2
04/01/2012,03/31/2013,Bargaining Unit,TR 13,2,,26.51
04/01/2013,03/31/2014,Bargaining Unit,TR 13,2,,27.18
04/01/2014,03/31/2015,Bargaining Unit,TR 13,2,,27.99
04/01/2012,03/31/2013,Bargaining Unit,TR 13,3,,27.28
04/01/2013,03/31/2014,Bargaining Unit,TR 13,3,,27.96
04/01/2014,03/31/2015,Bargaining Unit,TR 13,3,,28.8
04/01/2012,03/31/2013,Bargaining Unit,TR 14,1,,26.51
04/01/2013,03/31/2014,Bargaining Unit,TR 14,1,,27.18
04/01/2014,03/31/2015,Bargaining Unit,TR 14,1,,27.99
04/01/2012,03/31/2013,Bargaining Unit,TR 14,2,,27.28
04/01/2013,03/31/2014,Bargaining Unit,TR 14,2,,27.96
04/01/2014,03/31/2015,Bargaining Unit,TR 14,2,,28.8
04/01/2012,03/31/2013,Bargaining Unit,TR 14,3,,28.07
04/01/2013,03/31/2014,Bargaining Unit,TR 14,3,,28.78
04/01/2014,03/31/2015,Bargaining Unit,TR 14,3,,29.64
04/01/2012,03/31/2013,Bargaining Unit,TR 15,1,,27.28
04/01/2013,03/31/2014,Bargaining Unit,TR 15,1,,27.96
04/01/2014,03/31/2015,Bargaining Unit,TR 15,1,,28.8
04/01/2012,03/31/2013,Bargaining Unit,TR 15,2,,28.07
04/01/2013,03/31/2014,Bargaining Unit,TR 15,2,,28.78
04/01/2014,03/31/2015,Bargaining Unit,TR 15,2,,29.64
04/01/2012,03/31/2013,Bargaining Unit,TR 15,3,,28.88
04/01/2013,03/31/2014,Bargaining Unit,TR 15,3,,29.61
04/01/2014,03/31/2015,Bargaining Unit,TR 15,3,,30.49
04/01/2012,03/31/2013,Bargaining Unit,TR 16,1,,28.07
04/01/2013,03/31/2014,Bargaining Unit,TR 16,1,,28.78
04/01/2014,03/31/2015,Bargaining Unit,TR 16,1,,29.64
04/01/2012,03/31/2013,Bargaining Unit,TR 16,2,,28.88
04/01/2013,03/31/2014,Bargaining Unit,TR 16,2,,29.61
04/01/2014,03/31/2015,Bargaining Unit,TR 16,2,,30.49
04/01/2012,03/31/2013,Bargaining Unit,TR 16,3,,29.73
04/01/2013,03/31/2014,Bargaining Unit,TR 16,3,,30.47
04/01/2014,03/31/2015,Bargaining Unit,TR 16,3,,31.39
04/01/2012,03/31/2013,Bargaining Unit,TR 17,1,,28.88
04/01/2013,03/31/2014,Bargaining Unit,TR 17,1,,29.61
04/01/2014,03/31/2015,Bargaining Unit,TR 17,1,,30.49
04/01/2012,03/31/2013,Bargaining Unit,TR 17,2,,29.73
04/01/2013,03/31/2014,Bargaining Unit,TR 17,2,,30.47
04/01/2014,03/31/2015,Bargaining Unit,TR 17,2,,31.39
04/01/2012,03/31/2013,Bargaining Unit,TR 17,3,,30.59
04/01/2013,03/31/2014,Bargaining Unit,TR 17,3,,31.36
04/01/2014,03/31/2015,Bargaining Unit,TR 17,3,,32.3
04/01/2012,03/31/2013,Bargaining Unit,TR 18,1,,29.73
04/01/2013,03/31/2014,Bargaining Unit,TR 18,1,,30.47
04/01/2014,03/31/2015,Bargaining Unit,TR 18,1,,31.39
04/01/2012,03/31/2013,Bargaining Unit,TR 18,2,,30.59
04/01/2013,03/31/2014,Bargaining Unit,TR 18,2,,31.36
04/01/2014,03/31/2015,Bargaining Unit,TR 18,2,,32.3
04/01/2012,03/31/2013,Bargaining Unit,TR 18,3,,31.48
04/01/2013,03/31/2014,Bargaining Unit,TR 18,3,,32.26
04/01/2014,03/31/2015,Bargaining Unit,TR 18,3,,33.23
04/01/2012,03/31/2013,Bargaining Unit,TR 19,1,,30.59
04/01/2013,03/31/2014,Bargaining Unit,TR 19,1,,31.36
04/01/2014,03/31/2015,Bargaining Unit,TR 19,1,,32.3
04/01/2012,03/31/2013,Bargaining Unit,TR 19,2,,31.48
04/01/2013,03/31/2014,Bargaining Unit,TR 19,2,,32.26
04/01/2014,03/31/2015,Bargaining Unit,TR 19,2,,33.23
04/01/2012,03/31/2013,Bargaining Unit,TR 19,3,,32.39
04/01/2013,03/31/2014,Bargaining Unit,TR 19,3,,33.2
04/01/2014,03/31/2015,Bargaining Unit,TR 19,3,,34.2
04/01/2012,03/31/2013,Bargaining Unit,TR 20,1,,31.48
04/01/2013,03/31/2014,Bargaining Unit,TR 20,1,,32.26
04/01/2014,03/31/2015,Bargaining Unit,TR 20,1,,33.23
04/01/2012,03/31/2013,Bargaining Unit,TR 20,2,,32.39
04/01/2013,03/31/2014,Bargaining Unit,TR 20,2,,33.2
04/01/2014,03/31/2015,Bargaining Unit,TR 20,2,,34.2
04/01/2012,03/31/2013,Bargaining Unit,TR 20,3,,33.33
04/01/2013,03/31/2014,Bargaining Unit,TR 20,3,,34.16
04/01/2014,03/31/2015,Bargaining Unit,TR 20,3,,35.19
04/01/2012,03/31/2013,Bargaining Unit,TR 21,1,,32.39
04/01/2013,03/31/2014,Bargaining Unit,TR 21,1,,33.2
04/01/2014,03/31/2015,Bargaining Unit,TR 21,1,,34.2
04/01/2012,03/31/2013,Bargaining Unit,TR 21,2,,33.33
04/01/2013,03/31/2014,Bargaining Unit,TR 21,2,,34.16
04/01/2014,03/31/2015,Bargaining Unit,TR 21,2,,35.19
04/01/2012,03/31/2013,Bargaining Unit,TR 21,3,,34.3
04/01/2013,03/31/2014,Bargaining Unit,TR 21,3,,35.15
04/01/2014,03/31/2015,Bargaining Unit,TR 21,3,,36.21
04/01/2014,03/31/2015,Bargaining Unit,TRA 11,1,,15.41
04/01/2014,03/31/2015,Bargaining Unit,TRA 11,2,,16.69
04/01/2014,03/31/2015,Bargaining Unit,TRA 11,3,,17.98
04/01/2014,03/31/2015,Bargaining Unit,TRA 11,4,,19.26
04/01/2014,03/31/2015,Bargaining Unit,TRA 11,5,,20.54
04/01/2014,03/31/2015,Bargaining Unit,TRA 11,6,,21.83
04/01/2014,03/31/2015,Bargaining Unit,TRA 11,7,,23.11
04/01/2014,03/31/2015,Bargaining Unit,TRA 11,8,,24.4
04/01/2014,03/31/2015,Bargaining Unit,TRA 14,1,,16.79
04/01/2014,03/31/2015,Bargaining Unit,TRA 14,2,,18.19
04/01/2014,03/31/2015,Bargaining Unit,TRA 14,3,,19.59
04/01/2014,03/31/2015,Bargaining Unit,TRA 14,4,,20.99
04/01/2014,03/31/2015,Bargaining Unit,TRA 14,5,,22.39
04/01/2014,03/31/2015,Bargaining Unit,TRA 14,6,,23.79
04/01/2014,03/31/2015,Bargaining Unit,TRA 14,7,,25.19
04/01/2014,03/31/2015,Bargaining Unit,TRA 14,8,,26.59
11/01/2012,10/31/2013,Bargaining Unit,BASE PER,1,,17.48
11/01/2013,10/31/2014,Bargaining Unit,BASE PER,1,,18.01
11/01/2012,10/31/2013,Bargaining Unit,BASE PER,2,,19.32
11/01/2013,10/31/2014,Bargaining Unit,BASE PER,2,,19.9
11/01/2012,10/31/2013,Bargaining Unit,BRDG MTN,1,,18.8
11/01/2013,10/31/2014,Bargaining Unit,BRDG MTN,1,,19.36
11/01/2012,10/31/2013,Bargaining Unit,BRDG TND,1,,19.32
11/01/2013,10/31/2014,Bargaining Unit,BRDG TND,1,,19.9
11/01/2012,10/31/2013,Bargaining Unit,CENTRLN,1,,18.8
11/01/2013,10/31/2014,Bargaining Unit,CENTRLN,1,,19.36
11/01/2012,10/31/2013,Bargaining Unit,CHECKER,1,,18.8
11/01/2013,10/31/2014,Bargaining Unit,CHECKER,1,,19.36
11/01/2012,10/31/2013,Bargaining Unit,CHP SPR,1,,20.69
11/01/2013,10/31/2014,Bargaining Unit,CHP SPR,1,,21.31
11/01/2012,10/31/2013,Bargaining Unit,CRN BOOM,1,,21.1
11/01/2013,10/31/2014,Bargaining Unit,CRN BOOM,1,,21.73
11/01/2012,10/31/2013,Bargaining Unit,CTL OPER,1,,20.69
11/01/2013,10/31/2014,Bargaining Unit,CTL OPER,1,,21.31
11/01/2012,10/31/2013,Bargaining Unit,DIV CREW,1,,17.48
11/01/2013,10/31/2014,Bargaining Unit,DIV CREW,1,,18.01
11/01/2012,10/31/2013,Bargaining Unit,DV RAKER,1,,18.8
11/01/2013,10/31/2014,Bargaining Unit,DV RAKER,1,,19.36
11/01/2012,07/21/2013,Bargaining Unit,ENGR PRM,1,,19.73
11/01/2013,10/31/2014,Bargaining Unit,ENGR PRM,1,,22.9
11/01/2012,09/29/2013,Bargaining Unit,EQP OPER,1,,19.32
09/30/2013,10/31/2013,Bargaining Unit,EQP OPER,1,,19.82
11/01/2013,03/31/2014,Bargaining Unit,EQP OPER,1,,20.42
04/01/2014,10/31/2014,Bargaining Unit,EQP OPER,1,,20.67
11/01/2012,10/31/2013,Bargaining Unit,FERRY OP,1,,19.32
11/01/2013,10/31/2014,Bargaining Unit,FERRY OP,1,,19.9
11/01/2012,10/31/2013,Bargaining Unit,INSPECTR,1,,18.8
11/01/2013,10/31/2014,Bargaining Unit,INSPECTR,1,,19.36
11/01/2012,10/31/2013,Bargaining Unit,LABOURER,1,,13.1
11/01/2013,10/31/2014,Bargaining Unit,LABOURER,1,,13.49
11/01/2012,10/31/2013,Bargaining Unit,MACHINST,1,,23.72
11/01/2013,10/31/2014,Bargaining Unit,MACHINST,1,,24.43
11/01/2012,10/31/2013,Bargaining Unit,MBS MECH,1,,24.92
11/01/2013,10/31/2014,Bargaining Unit,MBS MECH,1,,25.67
11/01/2012,10/31/2013,Bargaining Unit,MECH MNT,1,,19.32
11/01/2013,10/31/2014,Bargaining Unit,MECH MNT,1,,19.9
11/01/2012,10/31/2013,Bargaining Unit,MECH MNT,2,,20.69
11/01/2013,10/31/2014,Bargaining Unit,MECH MNT,2,,21.31
11/01/2012,10/31/2013,Bargaining Unit,MECHANIC,1,,20.69
11/01/2013,10/31/2014,Bargaining Unit,MECHANIC,1,,21.31
11/01/2012,10/31/2013,Bargaining Unit,MECHANIC,2,,23.72
11/01/2013,10/31/2014,Bargaining Unit,MECHANIC,2,,24.43
11/01/2012,10/31/2013,Bargaining Unit,SB PAINT,1,,18.8
11/01/2013,10/31/2014,Bargaining Unit,SB PAINT,1,,19.36
11/01/2012,10/31/2013,Bargaining Unit,SIGN TEC,1,,19.32
11/01/2013,10/31/2014,Bargaining Unit,SIGN TEC,1,,19.9
04/01/2014,10/31/2014,Bargaining Unit,STK CLRK,2,,21.73
11/01/2012,10/31/2013,Bargaining Unit,STK CLRK,3,,21.1
11/01/2013,03/31/2014,Bargaining Unit,STK CLRK,3,,21.73
11/01/2012,10/31/2013,Bargaining Unit,STL WRKR,1,,21.1
11/01/2013,10/31/2014,Bargaining Unit,STL WRKR,1,,21.73
11/01/2012,09/17/2013,Bargaining Unit,STL WRKR,2,,23.22
09/18/2013,10/31/2013,Bargaining Unit,STL WRKR,2,,23.72
11/01/2013,10/31/2014,Bargaining Unit,STL WRKR,2,,24.43
11/01/2012,10/31/2013,Bargaining Unit,SURV AST,1,,18.02
11/01/2013,10/31/2014,Bargaining Unit,SURV AST,1,,18.57
11/01/2012,10/31/2013,Bargaining Unit,WEIGHER,1,,18.8
11/01/2013,10/31/2014,Bargaining Unit,WEIGHER,1,,19.36
11/01/2012,10/31/2013,Bargaining Unit,WELDER,1,,23.72
11/01/2013,10/31/2014,Bargaining Unit,WELDER,1,,24.43
04/01/2015,03/31/2016,Bargaining Unit,ACC 01,1,"1,450.15",
04/01/2015,03/31/2016,Bargaining Unit,ACC 01,2,"1,482.57",
04/01/2015,03/31/2016,Bargaining Unit,ACC 01,3,"1,515.03",
04/01/2015,03/31/2016,Bargaining Unit,ACC 02,1,"1,630.61",
04/01/2015,03/31/2016,Bargaining Unit,ACC 02,2,"1,693.79",
04/01/2015,03/31/2016,Bargaining Unit,ACC 02,3,"1,767.56",
04/01/2015,03/31/2016,Bargaining Unit,ACC 02,4,"1,841.23",
04/01/2015,03/31/2016,Bargaining Unit,ACC 02,5,"1,914.95",
04/01/2015,03/31/2016,Bargaining Unit,ACC 03,1,"1,733.04",
04/01/2015,03/31/2016,Bargaining Unit,ACC 03,2,"1,805.25",
04/01/2015,03/31/2016,Bargaining Unit,ACC 03,3,"1,877.53",
04/01/2015,03/31/2016,Bargaining Unit,ACC 03,4,"1,949.90",
04/01/2015,03/31/2016,Bargaining Unit,ACC 03,5,"2,032.45",
04/01/2015,03/31/2016,Bargaining Unit,ACC 04,1,"1,904.81",
04/01/2015,03/31/2016,Bargaining Unit,ACC 04,2,"1,985.95",
04/01/2015,03/31/2016,Bargaining Unit,ACC 04,3,"2,067.20",
04/01/2015,03/31/2016,Bargaining Unit,ACC 04,4,"2,156.50",
04/01/2015,03/31/2016,Bargaining Unit,ACC 04,5,"2,245.81",
04/01/2015,03/31/2016,Bargaining Unit,ACC 04,6,"2,335.20",
04/01/2015,03/31/2016,Bargaining Unit,ACC 05,1,"2,206.63",
04/01/2015,03/31/2016,Bargaining Unit,ACC 05,2,"2,270.61",
04/01/2015,03/31/2016,Bargaining Unit,ACC 05,3,"2,337.56",
04/01/2015,03/31/2016,Bargaining Unit,ACC 06,1,"1,985.98",
04/01/2015,03/31/2016,Bargaining Unit,ACC 06,2,"2,067.20",
04/01/2015,03/31/2016,Bargaining Unit,ACC 06,3,"2,156.50",
04/01/2015,03/31/2016,Bargaining Unit,ACC 06,4,"2,245.81",
04/01/2015,03/31/2016,Bargaining Unit,ACC 06,5,"2,335.20",
04/01/2015,03/31/2016,Bargaining Unit,ACC 06,6,"2,424.57",
04/01/2015,03/31/2016,Bargaining Unit,ACC 07,1,"2,165.19",
04/01/2015,03/31/2016,Bargaining Unit,ACC 07,2,"2,253.15",
04/01/2015,03/31/2016,Bargaining Unit,ACC 07,3,"2,352.23",
04/01/2015,03/31/2016,Bargaining Unit,ACC 07,4,"2,451.15",
04/01/2015,03/31/2016,Bargaining Unit,ACC 07,5,"2,550.18",
04/01/2016,03/31/2017,Bargaining Unit,ACC 01,1,"1,450.15",
04/01/2016,03/31/2017,Bargaining Unit,ACC 01,2,"1,482.57",
04/01/2016,03/31/2017,Bargaining Unit,ACC 01,3,"1,515.03",
04/01/2016,03/31/2017,Bargaining Unit,ACC 02,1,"1,630.61",
04/01/2016,03/31/2017,Bargaining Unit,ACC 02,2,"1,693.79",
04/01/2016,03/31/2017,Bargaining Unit,ACC 02,3,"1,767.56",
04/01/2016,03/31/2017,Bargaining Unit,ACC 02,4,"1,841.23",
04/01/2016,03/31/2017,Bargaining Unit,ACC 02,5,"1,914.95",
04/01/2016,03/31/2017,Bargaining Unit,ACC 03,1,"1,733.04",
04/01/2016,03/31/2017,Bargaining Unit,ACC 03,2,"1,805.25",
04/01/2016,03/31/2017,Bargaining Unit,ACC 03,3,"1,877.53",
04/01/2016,03/31/2017,Bargaining Unit,ACC 03,4,"1,949.90",
04/01/2016,03/31/2017,Bargaining Unit,ACC 03,5,"2,032.45",
04/01/2016,03/31/2017,Bargaining Unit,ACC 04,1,"1,904.81",
04/01/2016,03/31/2017,Bargaining Unit,ACC 04,2,"1,985.95",
04/01/2016,03/31/2017,Bargaining Unit,ACC 04,3,"2,067.20",
04/01/2016,03/31/2017,Bargaining Unit,ACC 04,4,"2,156.50",
04/01/2016,03/31/2017,Bargaining Unit,ACC 04,5,"2,245.81",
04/01/2016,03/31/2017,Bargaining Unit,ACC 04,6,"2,335.20",
04/01/2016,03/31/2017,Bargaining Unit,ACC 05,1,"2,206.63",
04/01/2016,03/31/2017,Bargaining Unit,ACC 05,2,"2,270.61",
04/01/2016,03/31/2017,Bargaining Unit,ACC 05,3,"2,337.56",
04/01/2016,03/31/2017,Bargaining Unit,ACC 06,1,"1,985.98",
04/01/2016,03/31/2017,Bargaining Unit,ACC 06,2,"2,067.20",
04/01/2016,03/31/2017,Bargaining Unit,ACC 06,3,"2,156.50",
04/01/2016,03/31/2017,Bargaining Unit,ACC 06,4,"2,245.81",
04/01/2016,03/31/2017,Bargaining Unit,ACC 06,5,"2,335.20",
04/01/2016,03/31/2017,Bargaining Unit,ACC 06,6,"2,424.57",
04/01/2016,03/31/2017,Bargaining Unit,ACC 07,1,"2,165.19",
04/01/2016,03/31/2017,Bargaining Unit,ACC 07,2,"2,253.15",
04/01/2016,03/31/2017,Bargaining Unit,ACC 07,3,"2,352.23",
04/01/2016,03/31/2017,Bargaining Unit,ACC 07,4,"2,451.15",
04/01/2016,03/31/2017,Bargaining Unit,ACC 07,5,"2,550.18",
04/01/2015,03/31/2016,Excluded,CA 01,1,"2,438.84",
04/01/2015,03/31/2016,Excluded,CA 02,1,"2,629.38",
04/01/2015,03/31/2016,Excluded,CA 02,2,"2,724.64",
04/01/2015,03/31/2016,Excluded,CA 02,3,"2,810.40",
04/01/2015,03/31/2016,Excluded,CA 03,1,"2,819.92",
04/01/2015,03/31/2016,Excluded,CA 03,2,"2,915.18",
04/01/2015,03/31/2016,Excluded,CA 03,3,"3,000.92",
04/01/2015,03/31/2016,Excluded,CA 04,1,"3,010.45",
04/01/2015,03/31/2016,Excluded,CA 04,2,"3,105.71",
04/01/2015,03/31/2016,Excluded,CA 04,3,"3,191.44",
04/01/2015,03/31/2016,Excluded,CA 05,1,"3,200.98",
04/01/2015,03/31/2016,Excluded,CA 05,2,"3,296.27",
04/01/2015,03/31/2016,Excluded,CA 05,3,"3,382.01",
04/01/2015,03/31/2016,Excluded,CA 06,1,"3,391.51",
04/01/2015,03/31/2016,Excluded,CA 06,2,"3,486.80",
04/01/2015,03/31/2016,Excluded,CA 06,3,"3,572.53",
04/01/2016,03/31/2017,Excluded,CA 01,1,"2,438.84",
04/01/2016,03/31/2017,Excluded,CA 02,1,"2,629.38",
04/01/2016,03/31/2017,Excluded,CA 02,2,"2,724.64",
04/01/2016,03/31/2017,Excluded,CA 02,3,"2,810.40",
04/01/2016,03/31/2017,Excluded,CA 03,1,"2,819.92",
04/01/2016,03/31/2017,Excluded,CA 03,2,"2,915.18",
04/01/2016,03/31/2017,Excluded,CA 03,3,"3,000.92",
04/01/2016,03/31/2017,Excluded,CA 04,1,"3,010.45",
04/01/2016,03/31/2017,Excluded,CA 04,2,"3,105.71",
04/01/2016,03/31/2017,Excluded,CA 04,3,"3,191.44",
04/01/2016,03/31/2017,Excluded,CA 05,1,"3,200.98",
04/01/2016,03/31/2017,Excluded,CA 05,2,"3,296.27",
04/01/2016,03/31/2017,Excluded,CA 05,3,"3,382.01",
04/01/2016,03/31/2017,Excluded,CA 06,1,"3,391.51",
04/01/2016,03/31/2017,Excluded,CA 06,2,"3,486.80",
04/01/2016,03/31/2017,Excluded,CA 06,3,"3,572.53",
04/01/2015,03/31/2016,Bargaining Unit,CL 02,1,"1,065.30",
04/01/2015,03/31/2016,Bargaining Unit,CL 02,2,"1,090.00",
04/01/2015,03/31/2016,Bargaining Unit,CL 02,3,"1,114.82",
04/01/2015,03/31/2016,Bargaining Unit,CL 02,4,"1,139.50",
04/01/2015,03/31/2016,Bargaining Unit,CL 03,1,"1,065.30",
04/01/2015,03/31/2016,Bargaining Unit,CL 03,2,"1,090.00",
04/01/2015,03/31/2016,Bargaining Unit,CL 03,3,"1,114.82",
04/01/2015,03/31/2016,Bargaining Unit,CL 03,4,"1,139.50",
04/01/2015,03/31/2016,Bargaining Unit,CL 03,5,"1,164.34",
04/01/2015,03/31/2016,Bargaining Unit,CL 04,1,"1,090.00",
04/01/2015,03/31/2016,Bargaining Unit,CL 04,2,"1,114.82",
04/01/2015,03/31/2016,Bargaining Unit,CL 04,3,"1,139.50",
04/01/2015,03/31/2016,Bargaining Unit,CL 04,4,"1,164.34",
04/01/2015,03/31/2016,Bargaining Unit,CL 04,5,"1,189.17",
04/01/2015,03/31/2016,Bargaining Unit,CL 05,1,"1,114.82",
04/01/2015,03/31/2016,Bargaining Unit,CL 05,2,"1,139.50",
04/01/2015,03/31/2016,Bargaining Unit,CL 05,3,"1,164.34",
04/01/2015,03/31/2016,Bargaining Unit,CL 05,4,"1,189.17",
04/01/2015,03/31/2016,Bargaining Unit,CL 05,5,"1,213.84",
04/01/2015,03/31/2016,Bargaining Unit,CL 06,1,"1,139.50",
04/01/2015,03/31/2016,Bargaining Unit,CL 06,2,"1,164.34",
04/01/2015,03/31/2016,Bargaining Unit,CL 06,3,"1,189.17",
04/01/2015,03/31/2016,Bargaining Unit,CL 06,4,"1,213.84",
04/01/2015,03/31/2016,Bargaining Unit,CL 06,5,"1,238.69",
04/01/2015,03/31/2016,Bargaining Unit,CL 07,1,"1,164.34",
04/01/2015,03/31/2016,Bargaining Unit,CL 07,2,"1,189.17",
04/01/2015,03/31/2016,Bargaining Unit,CL 07,3,"1,213.84",
04/01/2015,03/31/2016,Bargaining Unit,CL 07,4,"1,238.69",
04/01/2015,03/31/2016,Bargaining Unit,CL 07,5,"1,263.39",
04/01/2015,03/31/2016,Bargaining Unit,CL 08,1,"1,189.17",
04/01/2015,03/31/2016,Bargaining Unit,CL 08,2,"1,213.84",
04/01/2015,03/31/2016,Bargaining Unit,CL 08,3,"1,238.69",
04/01/2015,03/31/2016,Bargaining Unit,CL 08,4,"1,263.39",
04/01/2015,03/31/2016,Bargaining Unit,CL 08,5,"1,288.24",
04/01/2015,03/31/2016,Bargaining Unit,CL 09,1,"1,213.84",
04/01/2015,03/31/2016,Bargaining Unit,CL 09,2,"1,238.69",
04/01/2015,03/31/2016,Bargaining Unit,CL 09,3,"1,263.39",
04/01/2015,03/31/2016,Bargaining Unit,CL 09,4,"1,288.24",
04/01/2015,03/31/2016,Bargaining Unit,CL 09,5,"1,312.99",
04/01/2015,03/31/2016,Bargaining Unit,CL 10,1,"1,238.69",
04/01/2015,03/31/2016,Bargaining Unit,CL 10,2,"1,263.39",
04/01/2015,03/31/2016,Bargaining Unit,CL 10,3,"1,288.24",
04/01/2015,03/31/2016,Bargaining Unit,CL 10,4,"1,312.99",
04/01/2015,03/31/2016,Bargaining Unit,CL 10,5,"1,337.73",
04/01/2015,03/31/2016,Bargaining Unit,CL 11,1,"1,263.39",
04/01/2015,03/31/2016,Bargaining Unit,CL 11,2,"1,288.24",
04/01/2015,03/31/2016,Bargaining Unit,CL 11,3,"1,312.99",
04/01/2015,03/31/2016,Bargaining Unit,CL 11,4,"1,337.73",
04/01/2015,03/31/2016,Bargaining Unit,CL 11,5,"1,362.56",
04/01/2015,03/31/2016,Bargaining Unit,CL 12,1,"1,288.24",
04/01/2015,03/31/2016,Bargaining Unit,CL 12,2,"1,312.99",
04/01/2015,03/31/2016,Bargaining Unit,CL 12,3,"1,337.73",
04/01/2015,03/31/2016,Bargaining Unit,CL 12,4,"1,362.56",
04/01/2015,03/31/2016,Bargaining Unit,CL 12,5,"1,395.67",
04/01/2015,03/31/2016,Bargaining Unit,CL 13,1,"1,312.99",
04/01/2015,03/31/2016,Bargaining Unit,CL 13,2,"1,337.73",
04/01/2015,03/31/2016,Bargaining Unit,CL 13,3,"1,362.56",
04/01/2015,03/31/2016,Bargaining Unit,CL 13,4,"1,395.67",
04/01/2015,03/31/2016,Bargaining Unit,CL 13,5,"1,429.18",
04/01/2015,03/31/2016,Bargaining Unit,CL 14,1,"1,337.73",
04/01/2015,03/31/2016,Bargaining Unit,CL 14,2,"1,362.56",
04/01/2015,03/31/2016,Bargaining Unit,CL 14,3,"1,395.67",
04/01/2015,03/31/2016,Bargaining Unit,CL 14,4,"1,429.18",
04/01/2015,03/31/2016,Bargaining Unit,CL 14,5,"1,472.95",
04/01/2015,03/31/2016,Bargaining Unit,CL 15,1,"1,362.56",
04/01/2015,03/31/2016,Bargaining Unit,CL 15,2,"1,395.67",
04/01/2015,03/31/2016,Bargaining Unit,CL 15,3,"1,429.18",
04/01/2015,03/31/2016,Bargaining Unit,CL 15,4,"1,472.95",
04/01/2015,03/31/2016,Bargaining Unit,CL 15,5,"1,516.69",
04/01/2015,03/31/2016,Bargaining Unit,CL 16,1,"1,395.67",
04/01/2015,03/31/2016,Bargaining Unit,CL 16,2,"1,429.18",
04/01/2015,03/31/2016,Bargaining Unit,CL 16,3,"1,472.95",
04/01/2015,03/31/2016,Bargaining Unit,CL 16,4,"1,516.69",
04/01/2015,03/31/2016,Bargaining Unit,CL 16,5,"1,560.50",
04/01/2015,03/31/2016,Bargaining Unit,CL 17,1,"1,429.18",
04/01/2015,03/31/2016,Bargaining Unit,CL 17,2,"1,472.95",
04/01/2015,03/31/2016,Bargaining Unit,CL 17,3,"1,516.69",
04/01/2015,03/31/2016,Bargaining Unit,CL 17,4,"1,560.50",
04/01/2015,03/31/2016,Bargaining Unit,CL 17,5,"1,604.24",
04/01/2015,03/31/2016,Bargaining Unit,CL 18,1,"1,472.95",
04/01/2015,03/31/2016,Bargaining Unit,CL 18,2,"1,516.69",
04/01/2015,03/31/2016,Bargaining Unit,CL 18,3,"1,560.50",
04/01/2015,03/31/2016,Bargaining Unit,CL 18,4,"1,604.24",
04/01/2015,03/31/2016,Bargaining Unit,CL 18,5,"1,648.03",
04/01/2015,03/31/2016,Bargaining Unit,CL 19,1,"1,516.69",
04/01/2015,03/31/2016,Bargaining Unit,CL 19,2,"1,560.50",
04/01/2015,03/31/2016,Bargaining Unit,CL 19,3,"1,604.24",
04/01/2015,03/31/2016,Bargaining Unit,CL 19,4,"1,648.03",
04/01/2015,03/31/2016,Bargaining Unit,CL 19,5,"1,691.80",
04/01/2015,03/31/2016,Bargaining Unit,CL 20,1,"1,560.50",
04/01/2015,03/31/2016,Bargaining Unit,CL 20,2,"1,604.24",
04/01/2015,03/31/2016,Bargaining Unit,CL 20,3,"1,648.03",
04/01/2015,03/31/2016,Bargaining Unit,CL 20,4,"1,691.80",
04/01/2015,03/31/2016,Bargaining Unit,CL 20,5,"1,735.57",
04/01/2015,03/31/2016,Bargaining Unit,CL 21,1,"1,604.24",
04/01/2015,03/31/2016,Bargaining Unit,CL 21,2,"1,648.03",
04/01/2015,03/31/2016,Bargaining Unit,CL 21,3,"1,691.80",
04/01/2015,03/31/2016,Bargaining Unit,CL 21,4,"1,735.57",
04/01/2015,03/31/2016,Bargaining Unit,CL 21,5,"1,788.22",
04/01/2015,03/31/2016,Bargaining Unit,CL 22,1,"1,691.80",
04/01/2015,03/31/2016,Bargaining Unit,CL 22,2,"1,735.57",
04/01/2015,03/31/2016,Bargaining Unit,CL 22,3,"1,788.22",
04/01/2015,03/31/2016,Bargaining Unit,CL 22,4,"1,827.43",
04/01/2015,03/31/2016,Bargaining Unit,CL 22,5,"1,871.24",
04/01/2015,03/31/2016,Bargaining Unit,CL 23,1,"1,788.22",
04/01/2015,03/31/2016,Bargaining Unit,CL 23,2,"1,827.43",
04/01/2015,03/31/2016,Bargaining Unit,CL 23,3,"1,871.24",
04/01/2015,03/31/2016,Bargaining Unit,CL 23,4,"1,906.92",
04/01/2015,03/31/2016,Bargaining Unit,CL 23,5,"1,950.79",
04/01/2015,03/31/2016,Bargaining Unit,CL 24,1,"1,871.24",
04/01/2015,03/31/2016,Bargaining Unit,CL 24,2,"1,906.92",
04/01/2015,03/31/2016,Bargaining Unit,CL 24,3,"1,950.79",
04/01/2015,03/31/2016,Bargaining Unit,CL 24,4,"1,994.49",
04/01/2015,03/31/2016,Bargaining Unit,CL 24,5,"2,038.31",
04/01/2015,03/31/2016,Bargaining Unit,CL 25,1,"1,906.92",
04/01/2015,03/31/2016,Bargaining Unit,CL 25,2,"1,950.79",
04/01/2015,03/31/2016,Bargaining Unit,CL 25,3,"1,994.49",
04/01/2015,03/31/2016,Bargaining Unit,CL 25,4,"2,038.31",
04/01/2015,03/31/2016,Bargaining Unit,CL 25,5,"2,140.15",
