Start_Date,End_Date,Pay_Plan_Type,Pay_Plan,Pay_Plan_Level,Biweekly_Pay_Rate,Hourly_Pay_Rate
03/31/2019,03/31/2019,Bargaining Unit,PR 01,5,"1,662.60",
04/01/2019,03/30/2020,Bargaining Unit,PR 01,5,"1,687.54",
03/31/2020,03/31/2020,Bargaining Unit,PR 01,5,"1,695.98",
04/01/2020,03/30/2021,Bargaining Unit,PR 01,5,"1,721.42",
03/31/2021,03/31/2021,Bargaining Unit,PR 01,5,"1,730.03",
04/01/2017,03/31/2018,Bargaining Unit,PR 01,6,"1,700.54",
04/01/2018,03/30/2019,Bargaining Unit,PR 01,6,"1,726.05",
03/31/2019,03/31/2019,Bargaining Unit,PR 01,6,"1,734.68",
04/01/2019,03/30/2020,Bargaining Unit,PR 01,6,"1,760.70",
03/31/2020,03/31/2020,Bargaining Unit,PR 01,6,"1,769.50",
04/01/2020,03/30/2021,Bargaining Unit,PR 01,6,"1,796.04",
03/31/2021,03/31/2021,Bargaining Unit,PR 01,6,"1,805.02",
04/01/2017,03/31/2018,Bargaining Unit,PR 02,1,"1,457.08",
04/01/2018,03/30/2019,Bargaining Unit,PR 02,1,"1,478.94",
03/31/2019,03/31/2019,Bargaining Unit,PR 02,1,"1,486.33",
04/01/2019,03/30/2020,Bargaining Unit,PR 02,1,"1,508.62",
03/31/2020,03/31/2020,Bargaining Unit,PR 02,1,"1,516.16",
04/01/2020,03/30/2021,Bargaining Unit,PR 02,1,"1,538.90",
03/31/2021,03/31/2021,Bargaining Unit,PR 02,1,"1,546.59",
04/01/2017,03/31/2018,Bargaining Unit,PR 02,2,"1,512.04",
04/01/2018,03/30/2019,Bargaining Unit,PR 02,2,"1,534.72",
03/31/2019,03/31/2019,Bargaining Unit,PR 02,2,"1,542.39",
04/01/2019,03/30/2020,Bargaining Unit,PR 02,2,"1,565.53",
03/31/2020,03/31/2020,Bargaining Unit,PR 02,2,"1,573.36",
04/01/2020,03/30/2021,Bargaining Unit,PR 02,2,"1,596.96",
03/31/2021,03/31/2021,Bargaining Unit,PR 02,2,"1,604.94",
04/01/2017,03/31/2018,Bargaining Unit,PR 02,3,"1,566.98",
04/01/2018,03/30/2019,Bargaining Unit,PR 02,3,"1,590.48",
03/31/2019,03/31/2019,Bargaining Unit,PR 02,3,"1,598.43",
04/01/2019,03/30/2020,Bargaining Unit,PR 02,3,"1,622.41",
03/31/2020,03/31/2020,Bargaining Unit,PR 02,3,"1,630.52",
04/01/2020,03/30/2021,Bargaining Unit,PR 02,3,"1,654.98",
03/31/2021,03/31/2021,Bargaining Unit,PR 02,3,"1,663.25",
04/01/2017,03/31/2018,Bargaining Unit,PR 02,4,"1,629.88",
04/01/2018,03/30/2019,Bargaining Unit,PR 02,4,"1,654.33",
03/31/2019,03/31/2019,Bargaining Unit,PR 02,4,"1,662.60",
04/01/2019,03/30/2020,Bargaining Unit,PR 02,4,"1,687.54",
03/31/2020,03/31/2020,Bargaining Unit,PR 02,4,"1,695.98",
04/01/2020,03/30/2021,Bargaining Unit,PR 02,4,"1,721.42",
03/31/2021,03/31/2021,Bargaining Unit,PR 02,4,"1,730.03",
04/01/2017,03/31/2018,Bargaining Unit,PR 02,5,"1,700.54",
04/01/2018,03/30/2019,Bargaining Unit,PR 02,5,"1,726.05",
03/31/2019,03/31/2019,Bargaining Unit,PR 02,5,"1,734.68",
04/01/2019,03/30/2020,Bargaining Unit,PR 02,5,"1,760.70",
03/31/2020,03/31/2020,Bargaining Unit,PR 02,5,"1,769.50",
04/01/2020,03/30/2021,Bargaining Unit,PR 02,5,"1,796.04",
03/31/2021,03/31/2021,Bargaining Unit,PR 02,5,"1,805.02",
04/01/2017,03/31/2018,Bargaining Unit,PR 02,6,"1,771.23",
04/01/2018,03/30/2019,Bargaining Unit,PR 02,6,"1,797.80",
03/31/2019,03/31/2019,Bargaining Unit,PR 02,6,"1,806.79",
04/01/2019,03/30/2020,Bargaining Unit,PR 02,6,"1,833.89",
03/31/2020,03/31/2020,Bargaining Unit,PR 02,6,"1,843.06",
04/01/2020,03/30/2021,Bargaining Unit,PR 02,6,"1,870.71",
03/31/2021,03/31/2021,Bargaining Unit,PR 02,6,"1,880.06",
04/01/2017,03/31/2018,Bargaining Unit,PR 03,1,"1,512.04",
04/01/2018,03/30/2019,Bargaining Unit,PR 03,1,"1,534.72",
03/31/2019,03/31/2019,Bargaining Unit,PR 03,1,"1,542.39",
04/01/2019,03/30/2020,Bargaining Unit,PR 03,1,"1,565.53",
03/31/2020,03/31/2020,Bargaining Unit,PR 03,1,"1,573.36",
04/01/2020,03/30/2021,Bargaining Unit,PR 03,1,"1,596.96",
03/31/2021,03/31/2021,Bargaining Unit,PR 03,1,"1,604.94",
04/01/2017,03/31/2018,Bargaining Unit,PR 03,2,"1,566.98",
04/01/2018,03/30/2019,Bargaining Unit,PR 03,2,"1,590.48",
03/31/2019,03/31/2019,Bargaining Unit,PR 03,2,"1,598.43",
04/01/2019,03/30/2020,Bargaining Unit,PR 03,2,"1,622.41",
03/31/2020,03/31/2020,Bargaining Unit,PR 03,2,"1,630.52",
04/01/2020,03/30/2021,Bargaining Unit,PR 03,2,"1,654.98",
03/31/2021,03/31/2021,Bargaining Unit,PR 03,2,"1,663.25",
04/01/2017,03/31/2018,Bargaining Unit,PR 03,3,"1,629.88",
04/01/2018,03/30/2019,Bargaining Unit,PR 03,3,"1,654.33",
03/31/2019,03/31/2019,Bargaining Unit,PR 03,3,"1,662.60",
04/01/2019,03/30/2020,Bargaining Unit,PR 03,3,"1,687.54",
03/31/2020,03/31/2020,Bargaining Unit,PR 03,3,"1,695.98",
04/01/2020,03/30/2021,Bargaining Unit,PR 03,3,"1,721.42",
03/31/2021,03/31/2021,Bargaining Unit,PR 03,3,"1,730.03",
04/01/2017,03/31/2018,Bargaining Unit,PR 03,4,"1,700.54",
04/01/2018,03/30/2019,Bargaining Unit,PR 03,4,"1,726.05",
03/31/2019,03/31/2019,Bargaining Unit,PR 03,4,"1,734.68",
04/01/2019,03/30/2020,Bargaining Unit,PR 03,4,"1,760.70",
03/31/2020,03/31/2020,Bargaining Unit,PR 03,4,"1,769.50",
04/01/2020,03/30/2021,Bargaining Unit,PR 03,4,"1,796.04",
03/31/2021,03/31/2021,Bargaining Unit,PR 03,4,"1,805.02",
04/01/2017,03/31/2018,Bargaining Unit,PR 03,5,"1,771.23",
04/01/2018,03/30/2019,Bargaining Unit,PR 03,5,"1,797.80",
03/31/2019,03/31/2019,Bargaining Unit,PR 03,5,"1,806.79",
04/01/2019,03/30/2020,Bargaining Unit,PR 03,5,"1,833.89",
03/31/2020,03/31/2020,Bargaining Unit,PR 03,5,"1,843.06",
04/01/2020,03/30/2021,Bargaining Unit,PR 03,5,"1,870.71",
03/31/2021,03/31/2021,Bargaining Unit,PR 03,5,"1,880.06",
04/01/2017,03/31/2018,Bargaining Unit,PR 03,6,"1,841.91",
04/01/2018,03/30/2019,Bargaining Unit,PR 03,6,"1,869.54",
03/31/2019,03/31/2019,Bargaining Unit,PR 03,6,"1,878.89",
04/01/2019,03/30/2020,Bargaining Unit,PR 03,6,"1,907.07",
03/31/2020,03/31/2020,Bargaining Unit,PR 03,6,"1,916.61",
04/01/2020,03/30/2021,Bargaining Unit,PR 03,6,"1,945.36",
03/31/2021,03/31/2021,Bargaining Unit,PR 03,6,"1,955.09",
04/01/2017,03/31/2018,Bargaining Unit,PR 04,1,"1,566.98",
04/01/2018,03/30/2019,Bargaining Unit,PR 04,1,"1,590.48",
03/31/2019,03/31/2019,Bargaining Unit,PR 04,1,"1,598.43",
04/01/2019,03/30/2020,Bargaining Unit,PR 04,1,"1,622.41",
03/31/2020,03/31/2020,Bargaining Unit,PR 04,1,"1,630.52",
04/01/2020,03/30/2021,Bargaining Unit,PR 04,1,"1,654.98",
03/31/2021,03/31/2021,Bargaining Unit,PR 04,1,"1,663.25",
04/01/2017,03/31/2018,Bargaining Unit,PR 04,2,"1,629.88",
04/01/2018,03/30/2019,Bargaining Unit,PR 04,2,"1,654.33",
03/31/2019,03/31/2019,Bargaining Unit,PR 04,2,"1,662.60",
04/01/2019,03/30/2020,Bargaining Unit,PR 04,2,"1,687.54",
03/31/2020,03/31/2020,Bargaining Unit,PR 04,2,"1,695.98",
04/01/2020,03/30/2021,Bargaining Unit,PR 04,2,"1,721.42",
03/31/2021,03/31/2021,Bargaining Unit,PR 04,2,"1,730.03",
04/01/2017,03/31/2018,Bargaining Unit,PR 04,3,"1,700.54",
04/01/2018,03/30/2019,Bargaining Unit,PR 04,3,"1,726.05",
03/31/2019,03/31/2019,Bargaining Unit,PR 04,3,"1,734.68",
04/01/2019,03/30/2020,Bargaining Unit,PR 04,3,"1,760.70",
03/31/2020,03/31/2020,Bargaining Unit,PR 04,3,"1,769.50",
04/01/2020,03/30/2021,Bargaining Unit,PR 04,3,"1,796.04",
03/31/2021,03/31/2021,Bargaining Unit,PR 04,3,"1,805.02",
04/01/2017,03/31/2018,Bargaining Unit,PR 04,4,"1,771.23",
04/01/2018,03/30/2019,Bargaining Unit,PR 04,4,"1,797.80",
03/31/2019,03/31/2019,Bargaining Unit,PR 04,4,"1,806.79",
04/01/2019,03/30/2020,Bargaining Unit,PR 04,4,"1,833.89",
03/31/2020,03/31/2020,Bargaining Unit,PR 04,4,"1,843.06",
04/01/2020,03/30/2021,Bargaining Unit,PR 04,4,"1,870.71",
03/31/2021,03/31/2021,Bargaining Unit,PR 04,4,"1,880.06",
04/01/2017,03/31/2018,Bargaining Unit,PR 04,5,"1,841.91",
04/01/2018,03/30/2019,Bargaining Unit,PR 04,5,"1,869.54",
03/31/2019,03/31/2019,Bargaining Unit,PR 04,5,"1,878.89",
04/01/2019,03/30/2020,Bargaining Unit,PR 04,5,"1,907.07",
03/31/2020,03/31/2020,Bargaining Unit,PR 04,5,"1,916.61",
04/01/2020,03/30/2021,Bargaining Unit,PR 04,5,"1,945.36",
03/31/2021,03/31/2021,Bargaining Unit,PR 04,5,"1,955.09",
04/01/2017,03/31/2018,Bargaining Unit,PR 04,6,"1,920.36",
04/01/2018,03/30/2019,Bargaining Unit,PR 04,6,"1,949.17",
03/31/2019,03/31/2019,Bargaining Unit,PR 04,6,"1,958.92",
04/01/2019,03/30/2020,Bargaining Unit,PR 04,6,"1,988.30",
03/31/2020,03/31/2020,Bargaining Unit,PR 04,6,"1,998.24",
04/01/2020,03/30/2021,Bargaining Unit,PR 04,6,"2,028.21",
03/31/2021,03/31/2021,Bargaining Unit,PR 04,6,"2,038.35",
04/01/2017,03/31/2018,Bargaining Unit,PR 05,1,"1,629.88",
04/01/2018,03/30/2019,Bargaining Unit,PR 05,1,"1,654.33",
03/31/2019,03/31/2019,Bargaining Unit,PR 05,1,"1,662.60",
04/01/2019,03/30/2020,Bargaining Unit,PR 05,1,"1,687.54",
03/31/2020,03/31/2020,Bargaining Unit,PR 05,1,"1,695.98",
04/01/2020,03/30/2021,Bargaining Unit,PR 05,1,"1,721.42",
03/31/2021,03/31/2021,Bargaining Unit,PR 05,1,"1,730.03",
04/01/2017,03/31/2018,Bargaining Unit,PR 05,2,"1,700.54",
04/01/2018,03/30/2019,Bargaining Unit,PR 05,2,"1,726.05",
03/31/2019,03/31/2019,Bargaining Unit,PR 05,2,"1,734.68",
04/01/2019,03/30/2020,Bargaining Unit,PR 05,2,"1,760.70",
03/31/2020,03/31/2020,Bargaining Unit,PR 05,2,"1,769.50",
04/01/2020,03/30/2021,Bargaining Unit,PR 05,2,"1,796.04",
03/31/2021,03/31/2021,Bargaining Unit,PR 05,2,"1,805.02",
04/01/2017,03/31/2018,Bargaining Unit,PR 05,3,"1,771.23",
04/01/2018,03/30/2019,Bargaining Unit,PR 05,3,"1,797.80",
03/31/2019,03/31/2019,Bargaining Unit,PR 05,3,"1,806.79",
04/01/2019,03/30/2020,Bargaining Unit,PR 05,3,"1,833.89",
03/31/2020,03/31/2020,Bargaining Unit,PR 05,3,"1,843.06",
04/01/2020,03/30/2021,Bargaining Unit,PR 05,3,"1,870.71",
03/31/2021,03/31/2021,Bargaining Unit,PR 05,3,"1,880.06",
04/01/2017,03/31/2018,Bargaining Unit,PR 05,4,"1,841.91",
04/01/2018,03/30/2019,Bargaining Unit,PR 05,4,"1,869.54",
03/31/2019,03/31/2019,Bargaining Unit,PR 05,4,"1,878.89",
04/01/2019,03/30/2020,Bargaining Unit,PR 05,4,"1,907.07",
03/31/2020,03/31/2020,Bargaining Unit,PR 05,4,"1,916.61",
04/01/2020,03/30/2021,Bargaining Unit,PR 05,4,"1,945.36",
03/31/2021,03/31/2021,Bargaining Unit,PR 05,4,"1,955.09",
04/01/2017,03/31/2018,Bargaining Unit,PR 05,5,"1,920.36",
04/01/2018,03/30/2019,Bargaining Unit,PR 05,5,"1,949.17",
03/31/2019,03/31/2019,Bargaining Unit,PR 05,5,"1,958.92",
04/01/2019,03/30/2020,Bargaining Unit,PR 05,5,"1,988.30",
03/31/2020,03/31/2020,Bargaining Unit,PR 05,5,"1,998.24",
04/01/2020,03/30/2021,Bargaining Unit,PR 05,5,"2,028.21",
03/31/2021,03/31/2021,Bargaining Unit,PR 05,5,"2,038.35",
04/01/2017,03/31/2018,Bargaining Unit,PR 05,6,"1,998.95",
04/01/2018,03/30/2019,Bargaining Unit,PR 05,6,"2,028.93",
03/31/2019,03/31/2019,Bargaining Unit,PR 05,6,"2,039.07",
04/01/2019,03/30/2020,Bargaining Unit,PR 05,6,"2,069.66",
03/31/2020,03/31/2020,Bargaining Unit,PR 05,6,"2,080.01",
04/01/2020,03/30/2021,Bargaining Unit,PR 05,6,"2,111.21",
03/31/2021,03/31/2021,Bargaining Unit,PR 05,6,"2,121.77",
04/01/2017,03/31/2018,Bargaining Unit,PR 06,1,"1,700.54",
04/01/2018,03/30/2019,Bargaining Unit,PR 06,1,"1,726.05",
03/31/2019,03/31/2019,Bargaining Unit,PR 06,1,"1,734.68",
04/01/2019,03/30/2020,Bargaining Unit,PR 06,1,"1,760.70",
03/31/2020,03/31/2020,Bargaining Unit,PR 06,1,"1,769.50",
04/01/2020,03/30/2021,Bargaining Unit,PR 06,1,"1,796.04",
03/31/2021,03/31/2021,Bargaining Unit,PR 06,1,"1,805.02",
04/01/2017,03/31/2018,Bargaining Unit,PR 06,2,"1,771.23",
04/01/2018,03/30/2019,Bargaining Unit,PR 06,2,"1,797.80",
03/31/2019,03/31/2019,Bargaining Unit,PR 06,2,"1,806.79",
04/01/2019,03/30/2020,Bargaining Unit,PR 06,2,"1,833.89",
03/31/2020,03/31/2020,Bargaining Unit,PR 06,2,"1,843.06",
04/01/2020,03/30/2021,Bargaining Unit,PR 06,2,"1,870.71",
03/31/2021,03/31/2021,Bargaining Unit,PR 06,2,"1,880.06",
04/01/2017,03/31/2018,Bargaining Unit,PR 06,3,"1,841.91",
04/01/2018,03/30/2019,Bargaining Unit,PR 06,3,"1,869.54",
03/31/2019,03/31/2019,Bargaining Unit,PR 06,3,"1,878.89",
04/01/2019,03/30/2020,Bargaining Unit,PR 06,3,"1,907.07",
03/31/2020,03/31/2020,Bargaining Unit,PR 06,3,"1,916.61",
04/01/2020,03/30/2021,Bargaining Unit,PR 06,3,"1,945.36",
03/31/2021,03/31/2021,Bargaining Unit,PR 06,3,"1,955.09",
04/01/2017,03/31/2018,Bargaining Unit,PR 06,4,"1,920.36",
04/01/2018,03/30/2019,Bargaining Unit,PR 06,4,"1,949.17",
03/31/2019,03/31/2019,Bargaining Unit,PR 06,4,"1,958.92",
04/01/2019,03/30/2020,Bargaining Unit,PR 06,4,"1,988.30",
03/31/2020,03/31/2020,Bargaining Unit,PR 06,4,"1,998.24",
04/01/2020,03/30/2021,Bargaining Unit,PR 06,4,"2,028.21",
03/31/2021,03/31/2021,Bargaining Unit,PR 06,4,"2,038.35",
04/01/2017,03/31/2018,Bargaining Unit,PR 06,5,"1,998.95",
04/01/2018,03/30/2019,Bargaining Unit,PR 06,5,"2,028.93",
03/31/2019,03/31/2019,Bargaining Unit,PR 06,5,"2,039.07",
04/01/2019,03/30/2020,Bargaining Unit,PR 06,5,"2,069.66",
03/31/2020,03/31/2020,Bargaining Unit,PR 06,5,"2,080.01",
04/01/2020,03/30/2021,Bargaining Unit,PR 06,5,"2,111.21",
03/31/2021,03/31/2021,Bargaining Unit,PR 06,5,"2,121.77",
04/01/2017,03/31/2018,Bargaining Unit,PR 06,6,"2,085.28",
04/01/2018,03/30/2019,Bargaining Unit,PR 06,6,"2,116.56",
03/31/2019,03/31/2019,Bargaining Unit,PR 06,6,"2,127.14",
04/01/2019,03/30/2020,Bargaining Unit,PR 06,6,"2,159.05",
03/31/2020,03/31/2020,Bargaining Unit,PR 06,6,"2,169.85",
04/01/2020,03/30/2021,Bargaining Unit,PR 06,6,"2,202.40",
03/31/2021,03/31/2021,Bargaining Unit,PR 06,6,"2,213.41",
04/01/2017,03/31/2018,Bargaining Unit,PR 07,1,"1,771.23",
04/01/2018,03/30/2019,Bargaining Unit,PR 07,1,"1,797.80",
03/31/2019,03/31/2019,Bargaining Unit,PR 07,1,"1,806.79",
04/01/2019,03/30/2020,Bargaining Unit,PR 07,1,"1,833.89",
03/31/2020,03/31/2020,Bargaining Unit,PR 07,1,"1,843.06",
04/01/2020,03/30/2021,Bargaining Unit,PR 07,1,"1,870.71",
03/31/2021,03/31/2021,Bargaining Unit,PR 07,1,"1,880.06",
04/01/2017,03/31/2018,Bargaining Unit,PR 07,2,"1,841.91",
04/01/2018,03/30/2019,Bargaining Unit,PR 07,2,"1,869.54",
03/31/2019,03/31/2019,Bargaining Unit,PR 07,2,"1,878.89",
04/01/2019,03/30/2020,Bargaining Unit,PR 07,2,"1,907.07",
03/31/2020,03/31/2020,Bargaining Unit,PR 07,2,"1,916.61",
04/01/2020,03/30/2021,Bargaining Unit,PR 07,2,"1,945.36",
03/31/2021,03/31/2021,Bargaining Unit,PR 07,2,"1,955.09",
04/01/2017,03/31/2018,Bargaining Unit,PR 07,3,"1,920.36",
04/01/2018,03/30/2019,Bargaining Unit,PR 07,3,"1,949.17",
03/31/2019,03/31/2019,Bargaining Unit,PR 07,3,"1,958.92",
04/01/2019,03/30/2020,Bargaining Unit,PR 07,3,"1,988.30",
03/31/2020,03/31/2020,Bargaining Unit,PR 07,3,"1,998.24",
04/01/2020,03/30/2021,Bargaining Unit,PR 07,3,"2,028.21",
03/31/2021,03/31/2021,Bargaining Unit,PR 07,3,"2,038.35",
04/01/2017,03/31/2018,Bargaining Unit,PR 07,4,"1,998.95",
04/01/2018,03/30/2019,Bargaining Unit,PR 07,4,"2,028.93",
03/31/2019,03/31/2019,Bargaining Unit,PR 07,4,"2,039.07",
04/01/2019,03/30/2020,Bargaining Unit,PR 07,4,"2,069.66",
03/31/2020,03/31/2020,Bargaining Unit,PR 07,4,"2,080.01",
04/01/2020,03/30/2021,Bargaining Unit,PR 07,4,"2,111.21",
03/31/2021,03/31/2021,Bargaining Unit,PR 07,4,"2,121.77",
04/01/2017,03/31/2018,Bargaining Unit,PR 07,5,"2,085.28",
04/01/2018,03/30/2019,Bargaining Unit,PR 07,5,"2,116.56",
03/31/2019,03/31/2019,Bargaining Unit,PR 07,5,"2,127.14",
04/01/2019,03/30/2020,Bargaining Unit,PR 07,5,"2,159.05",
03/31/2020,03/31/2020,Bargaining Unit,PR 07,5,"2,169.85",
04/01/2020,03/30/2021,Bargaining Unit,PR 07,5,"2,202.40",
03/31/2021,03/31/2021,Bargaining Unit,PR 07,5,"2,213.41",
04/01/2017,03/31/2018,Bargaining Unit,PR 07,6,"2,171.66",
04/01/2018,03/30/2019,Bargaining Unit,PR 07,6,"2,204.23",
03/31/2019,03/31/2019,Bargaining Unit,PR 07,6,"2,215.25",
04/01/2019,03/30/2020,Bargaining Unit,PR 07,6,"2,248.48",
03/31/2020,03/31/2020,Bargaining Unit,PR 07,6,"2,259.72",
04/01/2020,03/30/2021,Bargaining Unit,PR 07,6,"2,293.62",
03/31/2021,03/31/2021,Bargaining Unit,PR 07,6,"2,305.09",
04/01/2017,03/31/2018,Bargaining Unit,PR 08,1,"1,841.91",
04/01/2018,03/30/2019,Bargaining Unit,PR 08,1,"1,869.54",
03/31/2019,03/31/2019,Bargaining Unit,PR 08,1,"1,878.89",
04/01/2019,03/30/2020,Bargaining Unit,PR 08,1,"1,907.07",
03/31/2020,03/31/2020,Bargaining Unit,PR 08,1,"1,916.61",
04/01/2020,03/30/2021,Bargaining Unit,PR 08,1,"1,945.36",
03/31/2021,03/31/2021,Bargaining Unit,PR 08,1,"1,955.09",
04/01/2017,03/31/2018,Bargaining Unit,PR 08,2,"1,920.36",
04/01/2018,03/30/2019,Bargaining Unit,PR 08,2,"1,949.17",
03/31/2019,03/31/2019,Bargaining Unit,PR 08,2,"1,958.92",
04/01/2019,03/30/2020,Bargaining Unit,PR 08,2,"1,988.30",
03/31/2020,03/31/2020,Bargaining Unit,PR 08,2,"1,998.24",
04/01/2020,03/30/2021,Bargaining Unit,PR 08,2,"2,028.21",
03/31/2021,03/31/2021,Bargaining Unit,PR 08,2,"2,038.35",
04/01/2017,03/31/2018,Bargaining Unit,PR 08,3,"1,998.95",
04/01/2018,03/30/2019,Bargaining Unit,PR 08,3,"2,028.93",
03/31/2019,03/31/2019,Bargaining Unit,PR 08,3,"2,039.07",
04/01/2019,03/30/2020,Bargaining Unit,PR 08,3,"2,069.66",
03/31/2020,03/31/2020,Bargaining Unit,PR 08,3,"2,080.01",
04/01/2020,03/30/2021,Bargaining Unit,PR 08,3,"2,111.21",
03/31/2021,03/31/2021,Bargaining Unit,PR 08,3,"2,121.77",
04/01/2017,03/31/2018,Bargaining Unit,PR 08,4,"2,085.28",
04/01/2018,03/30/2019,Bargaining Unit,PR 08,4,"2,116.56",
03/31/2019,03/31/2019,Bargaining Unit,PR 08,4,"2,127.14",
04/01/2019,03/30/2020,Bargaining Unit,PR 08,4,"2,159.05",
03/31/2020,03/31/2020,Bargaining Unit,PR 08,4,"2,169.85",
04/01/2020,03/30/2021,Bargaining Unit,PR 08,4,"2,202.40",
03/31/2021,03/31/2021,Bargaining Unit,PR 08,4,"2,213.41",
04/01/2017,03/31/2018,Bargaining Unit,PR 08,5,"2,171.66",
04/01/2018,03/30/2019,Bargaining Unit,PR 08,5,"2,204.23",
03/31/2019,03/31/2019,Bargaining Unit,PR 08,5,"2,215.25",
04/01/2019,03/30/2020,Bargaining Unit,PR 08,5,"2,248.48",
03/31/2020,03/31/2020,Bargaining Unit,PR 08,5,"2,259.72",
04/01/2020,03/30/2021,Bargaining Unit,PR 08,5,"2,293.62",
03/31/2021,03/31/2021,Bargaining Unit,PR 08,5,"2,305.09",
04/01/2017,03/31/2018,Bargaining Unit,PR 08,6,"2,258.12",
04/01/2018,03/30/2019,Bargaining Unit,PR 08,6,"2,291.99",
03/31/2019,03/31/2019,Bargaining Unit,PR 08,6,"2,303.45",
04/01/2019,03/30/2020,Bargaining Unit,PR 08,6,"2,338.00",
03/31/2020,03/31/2020,Bargaining Unit,PR 08,6,"2,349.69",
04/01/2020,03/30/2021,Bargaining Unit,PR 08,6,"2,384.94",
03/31/2021,03/31/2021,Bargaining Unit,PR 08,6,"2,396.86",
04/01/2017,03/31/2018,Bargaining Unit,PR 09,1,"1,920.36",
04/01/2018,03/30/2019,Bargaining Unit,PR 09,1,"1,949.17",
03/31/2019,03/31/2019,Bargaining Unit,PR 09,1,"1,958.92",
04/01/2019,03/30/2020,Bargaining Unit,PR 09,1,"1,988.30",
03/31/2020,03/31/2020,Bargaining Unit,PR 09,1,"1,998.24",
04/01/2020,03/30/2021,Bargaining Unit,PR 09,1,"2,028.21",
03/31/2021,03/31/2021,Bargaining Unit,PR 09,1,"2,038.35",
04/01/2017,03/31/2018,Bargaining Unit,PR 09,2,"1,998.95",
04/01/2018,03/30/2019,Bargaining Unit,PR 09,2,"2,028.93",
03/31/2019,03/31/2019,Bargaining Unit,PR 09,2,"2,039.07",
04/01/2019,03/30/2020,Bargaining Unit,PR 09,2,"2,069.66",
03/31/2020,03/31/2020,Bargaining Unit,PR 09,2,"2,080.01",
04/01/2020,03/30/2021,Bargaining Unit,PR 09,2,"2,111.21",
03/31/2021,03/31/2021,Bargaining Unit,PR 09,2,"2,121.77",
04/01/2017,03/31/2018,Bargaining Unit,PR 09,3,"2,085.28",
04/01/2018,03/30/2019,Bargaining Unit,PR 09,3,"2,116.56",
03/31/2019,03/31/2019,Bargaining Unit,PR 09,3,"2,127.14",
04/01/2019,03/30/2020,Bargaining Unit,PR 09,3,"2,159.05",
03/31/2020,03/31/2020,Bargaining Unit,PR 09,3,"2,169.85",
04/01/2020,03/30/2021,Bargaining Unit,PR 09,3,"2,202.40",
03/31/2021,03/31/2021,Bargaining Unit,PR 09,3,"2,213.41",
04/01/2017,03/31/2018,Bargaining Unit,PR 09,4,"2,171.66",
04/01/2018,03/30/2019,Bargaining Unit,PR 09,4,"2,204.23",
03/31/2019,03/31/2019,Bargaining Unit,PR 09,4,"2,215.25",
04/01/2019,03/30/2020,Bargaining Unit,PR 09,4,"2,248.48",
03/31/2020,03/31/2020,Bargaining Unit,PR 09,4,"2,259.72",
04/01/2020,03/30/2021,Bargaining Unit,PR 09,4,"2,293.62",
03/31/2021,03/31/2021,Bargaining Unit,PR 09,4,"2,305.09",
04/01/2017,03/31/2018,Bargaining Unit,PR 09,5,"2,258.12",
04/01/2018,03/30/2019,Bargaining Unit,PR 09,5,"2,291.99",
03/31/2019,03/31/2019,Bargaining Unit,PR 09,5,"2,303.45",
04/01/2019,03/30/2020,Bargaining Unit,PR 09,5,"2,338.00",
03/31/2020,03/31/2020,Bargaining Unit,PR 09,5,"2,349.69",
04/01/2020,03/30/2021,Bargaining Unit,PR 09,5,"2,384.94",
03/31/2021,03/31/2021,Bargaining Unit,PR 09,5,"2,396.86",
04/01/2017,03/31/2018,Bargaining Unit,PR 09,6,"2,344.47",
04/01/2018,03/30/2019,Bargaining Unit,PR 09,6,"2,379.64",
03/31/2019,03/31/2019,Bargaining Unit,PR 09,6,"2,391.54",
04/01/2019,03/30/2020,Bargaining Unit,PR 09,6,"2,427.41",
03/31/2020,03/31/2020,Bargaining Unit,PR 09,6,"2,439.55",
04/01/2020,03/30/2021,Bargaining Unit,PR 09,6,"2,476.14",
03/31/2021,03/31/2021,Bargaining Unit,PR 09,6,"2,488.52",
04/01/2017,03/31/2018,Bargaining Unit,PR 10,1,"1,998.95",
04/01/2018,03/30/2019,Bargaining Unit,PR 10,1,"2,028.93",
03/31/2019,03/31/2019,Bargaining Unit,PR 10,1,"2,039.07",
04/01/2019,03/30/2020,Bargaining Unit,PR 10,1,"2,069.66",
03/31/2020,03/31/2020,Bargaining Unit,PR 10,1,"2,080.01",
04/01/2020,03/30/2021,Bargaining Unit,PR 10,1,"2,111.21",
03/31/2021,03/31/2021,Bargaining Unit,PR 10,1,"2,121.77",
04/01/2017,03/31/2018,Bargaining Unit,PR 10,2,"2,085.28",
04/01/2018,03/30/2019,Bargaining Unit,PR 10,2,"2,116.56",
03/31/2019,03/31/2019,Bargaining Unit,PR 10,2,"2,127.14",
04/01/2019,03/30/2020,Bargaining Unit,PR 10,2,"2,159.05",
03/31/2020,03/31/2020,Bargaining Unit,PR 10,2,"2,169.85",
04/01/2020,03/30/2021,Bargaining Unit,PR 10,2,"2,202.40",
03/31/2021,03/31/2021,Bargaining Unit,PR 10,2,"2,213.41",
04/01/2017,03/31/2018,Bargaining Unit,PR 10,3,"2,171.66",
04/01/2018,03/30/2019,Bargaining Unit,PR 10,3,"2,204.23",
03/31/2019,03/31/2019,Bargaining Unit,PR 10,3,"2,215.25",
04/01/2019,03/30/2020,Bargaining Unit,PR 10,3,"2,248.48",
